producto,fecha,cantidad
leche,2025-12-09,53
frijol,2025-12-09,27
arroz,2025-12-09,37
pollo,2025-12-09,40
aguacate,2025-12-09,23
chile,2025-12-09,22
jitomate,2025-12-10,43
cebolla,2025-12-10,36
huevo,2025-12-10,89
tortilla,2025-12-10,110
leche,2025-12-10,61
frijol,2025-12-10,29
arroz,2025-12-10,27
pollo,2025-12-10,45
aguacate,2025-12-10,32
chile,2025-12-10,27
jitomate,2025-12-11,71
cebolla,2025-12-11,36
huevo,2025-12-11,77
tortilla,2025-12-11,94
leche,2025-12-11,80
frijol,2025-12-11,36
arroz,2025-12-11,40
pollo,2025-12-11,48
aguacate,2025-12-11,27
chile,2025-12-11,14
jitomate,2025-12-12,59
cebolla,2025-12-12,41
huevo,2025-12-12,78
tortilla,2025-12-12,99
leche,2025-12-12,71
frijol,2025-12-12,33
arroz,2025-12-12,36
pollo,2025-12-12,36
aguacate,2025-12-12,23
chile,2025-12-12,22
jitomate,2025-12-13,64
cebolla,2025-12-13,41
huevo,2025-12-13,123
tortilla,2025-12-13,137
leche,2025-12-13,80
frijol,2025-12-13,42
arroz,2025-12-13,56
pollo,2025-12-13,50
aguacate,2025-12-13,35
chile,2025-12-13,24
jitomate,2025-12-14,94
cebolla,2025-12-14,65
huevo,2025-12-14,125
tortilla,2025-12-14,191
leche,2025-12-14,129
frijol,2025-12-14,50
arroz,2025-12-14,52
pollo,2025-12-14,65
aguacate,2025-12-14,52
chile,2025-12-14,40
jitomate,2025-12-15,67
cebolla,2025-12-15,42
huevo,2025-12-15,101
tortilla,2025-12-15,153
leche,2025-12-15,79
frijol,2025-12-15,38
arroz,2025-12-15,47
pollo,2025-12-15,58
aguacate,2025-12-15,32
chile,2025-12-15,27
jitomate,2025-12-16,46
cebolla,2025-12-16,51
huevo,2025-12-16,92
tortilla,2025-12-16,173
leche,2025-12-16,57
frijol,2025-12-16,40
arroz,2025-12-16,48
pollo,2025-12-16,49
aguacate,2025-12-16,37
chile,2025-12-16,29
jitomate,2025-12-17,54
cebolla,2025-12-17,36
huevo,2025-12-17,39
tortilla,2025-12-17,114
leche,2025-12-17,63
frijol,2025-12-17,28
arroz,2025-12-17,28
pollo,2025-12-17,47
aguacate,2025-12-17,29
chile,2025-12-17,28
jitomate,2025-12-18,44
cebolla,2025-12-18,44
huevo,2025-12-18,75
tortilla,2025-12-18,104
leche,2025-12-18,67
frijol,2025-12-18,35
arroz,2025-12-18,32
pollo,2025-12-18,54
aguacate,2025-12-18,28
chile,2025-12-18,18
jitomate,2025-12-19,41
cebolla,2025-12-19,44
huevo,2025-12-19,69
tortilla,2025-12-19,114
leche,2025-12-19,63
frijol,2025-12-19,31
arroz,2025-12-19,40
pollo,2025-12-19,41
aguacate,2025-12-19,23
chile,2025-12-19,15
jitomate,2025-12-20,64
cebolla,2025-12-20,47
huevo,2025-12-20,116
tortilla,2025-12-20,131
leche,2025-12-20,94
frijol,2025-12-20,39
arroz,2025-12-20,57
pollo,2025-12-20,49
aguacate,2025-12-20,34
chile,2025-12-20,32
jitomate,2025-12-21,77
cebolla,2025-12-21,55
huevo,2025-12-21,78
tortilla,2025-12-21,170
leche,2025-12-21,81
frijol,2025-12-21,31
arroz,2025-12-21,42
pollo,2025-12-21,54
aguacate,2025-12-21,31
chile,2025-12-21,35
jitomate,2025-12-22,54
cebolla,2025-12-22,44
huevo,2025-12-22,65
tortilla,2025-12-22,84
leche,2025-12-22,67
frijol,2025-12-22,31
arroz,2025-12-22,40
pollo,2025-12-22,48
aguacate,2025-12-22,28
chile,2025-12-22,25
jitomate,2025-12-23,51
cebolla,2025-12-23,39
huevo,2025-12-23,97
tortilla,2025-12-23,134
leche,2025-12-23,53
frijol,2025-12-23,24
arroz,2025-12-23,42
pollo,2025-12-23,41
aguacate,2025-12-23,27
chile,2025-12-23,21
jitomate,2025-12-24,52
cebolla,2025-12-24,35
huevo,2025-12-24,62
tortilla,2025-12-24,82
leche,2025-12-24,40
frijol,2025-12-24,26
arroz,2025-12-24,41
pollo,2025-12-24,38
aguacate,2025-12-24,27
chile,2025-12-24,26
jitomate,2025-12-25,60
cebolla,2025-12-25,34
huevo,2025-12-25,83
tortilla,2025-12-25,106
leche,2025-12-25,44
frijol,2025-12-25,36
arroz,2025-12-25,36
pollo,2025-12-25,38
aguacate,2025-12-25,28
chile,2025-12-25,24
jitomate,2025-12-26,51
cebolla,2025-12-26,32
huevo,2025-12-26,73
tortilla,2025-12-26,118
leche,2025-12-26,70
frijol,2025-12-26,30
arroz,2025-12-26,29
pollo,2025-12-26,47
aguacate,2025-12-26,33
chile,2025-12-26,20
jitomate,2025-12-27,70
cebolla,2025-12-27,56
huevo,2025-12-27,113
tortilla,2025-12-27,176
leche,2025-12-27,85
frijol,2025-12-27,49
arroz,2025-12-27,55
pollo,2025-12-27,50
aguacate,2025-12-27,37
chile,2025-12-27,30
jitomate,2025-12-28,58
cebolla,2025-12-28,46
huevo,2025-12-28,68
tortilla,2025-12-28,162
leche,2025-12-28,92
frijol,2025-12-28,48
arroz,2025-12-28,55
pollo,2025-12-28,52
aguacate,2025-12-28,35
chile,2025-12-28,36
jitomate,2025-12-29,73
cebolla,2025-12-29,42
huevo,2025-12-29,61
tortilla,2025-12-29,136
leche,2025-12-29,66
frijol,2025-12-29,39
arroz,2025-12-29,50
pollo,2025-12-29,43
aguacate,2025-12-29,36
chile,2025-12-29,23
jitomate,2025-12-30,86
cebolla,2025-12-30,47
huevo,2025-12-30,100
tortilla,2025-12-30,119
leche,2025-12-30,53
frijol,2025-12-30,33
arroz,2025-12-30,37
pollo,2025-12-30,64
aguacate,2025-12-30,28
chile,2025-12-30,32
jitomate,2025-12-31,66
cebolla,2025-12-31,46
huevo,2025-12-31,59
tortilla,2025-12-31,129
leche,2025-12-31,90
frijol,2025-12-31,42
arroz,2025-12-31,45
pollo,2025-12-31,43
aguacate,2025-12-31,35
chile,2025-12-31,29
jitomate,2026-01-01,44
cebolla,2026-01-01,38
huevo,2026-01-01,64
tortilla,2026-01-01,75
leche,2026-01-01,54
frijol,2026-01-01,27
arroz,2026-01-01,39
pollo,2026-01-01,46
aguacate,2026-01-01,26
chile,2026-01-01,20
jitomate,2026-01-02,41
cebolla,2026-01-02,35
huevo,2026-01-02,49
tortilla,2026-01-02,77
leche,2026-01-02,56
frijol,2026-01-02,25
arroz,2026-01-02,25
pollo,2026-01-02,39
aguacate,2026-01-02,23
chile,2026-01-02,15
jitomate,2026-01-03,51
cebolla,2026-01-03,37
huevo,2026-01-03,92
tortilla,2026-01-03,121
leche,2026-01-03,66
frijol,2026-01-03,31
arroz,2026-01-03,37
pollo,2026-01-03,34
aguacate,2026-01-03,21
chile,2026-01-03,24
jitomate,2026-01-04,52
cebolla,2026-01-04,35
huevo,2026-01-04,52
tortilla,2026-01-04,93
leche,2026-01-04,67
frijol,2026-01-04,31
arroz,2026-01-04,31
pollo,2026-01-04,37
aguacate,2026-01-04,28
chile,2026-01-04,22
jitomate,2026-01-05,37
cebolla,2026-01-05,26
huevo,2026-01-05,58
tortilla,2026-01-05,89
leche,2026-01-05,43
frijol,2026-01-05,30
arroz,2026-01-05,24
pollo,2026-01-05,34
aguacate,2026-01-05,16
chile,2026-01-05,15
jitomate,2026-01-06,43
cebolla,2026-01-06,32
huevo,2026-01-06,59
tortilla,2026-01-06,77
leche,2026-01-06,50
frijol,2026-01-06,20
arroz,2026-01-06,31
pollo,2026-01-06,20
aguacate,2026-01-06,20
chile,2026-01-06,15
jitomate,2026-01-07,45
cebolla,2026-01-07,28
huevo,2026-01-07,68
tortilla,2026-01-07,104
leche,2026-01-07,51
frijol,2026-01-07,18
arroz,2026-01-07,24
pollo,2026-01-07,31
aguacate,2026-01-07,22
chile,2026-01-07,18
jitomate,2026-01-08,30
cebolla,2026-01-08,32
huevo,2026-01-08,48
tortilla,2026-01-08,81
leche,2026-01-08,49
frijol,2026-01-08,23
arroz,2026-01-08,33
pollo,2026-01-08,39
aguacate,2026-01-08,17
chile,2026-01-08,14
jitomate,2026-01-09,45
cebolla,2026-01-09,29
huevo,2026-01-09,62
tortilla,2026-01-09,86
leche,2026-01-09,56
frijol,2026-01-09,26
arroz,2026-01-09,30
pollo,2026-01-09,30
aguacate,2026-01-09,23
chile,2026-01-09,13
jitomate,2026-01-10,48
cebolla,2026-01-10,34
huevo,2026-01-10,65
tortilla,2026-01-10,96
leche,2026-01-10,43
frijol,2026-01-10,37
arroz,2026-01-10,33
pollo,2026-01-10,42
aguacate,2026-01-10,29
chile,2026-01-10,26
jitomate,2026-01-11,59
cebolla,2026-01-11,35
huevo,2026-01-11,76
tortilla,2026-01-11,96
leche,2026-01-11,69
frijol,2026-01-11,31
arroz,2026-01-11,39
pollo,2026-01-11,49
aguacate,2026-01-11,30
chile,2026-01-11,24
jitomate,2026-01-12,38
cebolla,2026-01-12,23
huevo,2026-01-12,60
tortilla,2026-01-12,107
leche,2026-01-12,44
frijol,2026-01-12,21
arroz,2026-01-12,29
pollo,2026-01-12,42
aguacate,2026-01-12,18
chile,2026-01-12,11
jitomate,2026-01-13,34
cebolla,2026-01-13,29
huevo,2026-01-13,56
tortilla,2026-01-13,82
leche,2026-01-13,44
frijol,2026-01-13,21
arroz,2026-01-13,23
pollo,2026-01-13,35
aguacate,2026-01-13,23
chile,2026-01-13,13
jitomate,2026-01-14,59
cebolla,2026-01-14,38
huevo,2026-01-14,77
tortilla,2026-01-14,102
leche,2026-01-14,62
frijol,2026-01-14,25
arroz,2026-01-14,41
pollo,2026-01-14,50
aguacate,2026-01-14,25
chile,2026-01-14,17
jitomate,2026-01-15,45
cebolla,2026-01-15,39
huevo,2026-01-15,67
tortilla,2026-01-15,94
leche,2026-01-15,61
frijol,2026-01-15,26
arroz,2026-01-15,40
pollo,2026-01-15,47
aguacate,2026-01-15,29
chile,2026-01-15,19
jitomate,2026-01-16,49
cebolla,2026-01-16,42
huevo,2026-01-16,49
tortilla,2026-01-16,110
leche,2026-01-16,72
frijol,2026-01-16,38
arroz,2026-01-16,29
pollo,2026-01-16,43
aguacate,2026-01-16,30
chile,2026-01-16,25
jitomate,2026-01-17,36
cebolla,2026-01-17,26
huevo,2026-01-17,76
tortilla,2026-01-17,119
leche,2026-01-17,61
frijol,2026-01-17,29
arroz,2026-01-17,41
pollo,2026-01-17,53
aguacate,2026-01-17,25
chile,2026-01-17,23
jitomate,2026-01-18,41
cebolla,2026-01-18,47
huevo,2026-01-18,58
tortilla,2026-01-18,93
leche,2026-01-18,54
frijol,2026-01-18,26
arroz,2026-01-18,41
pollo,2026-01-18,58
aguacate,2026-01-18,28
chile,2026-01-18,21
jitomate,2026-01-19,42
cebolla,2026-01-19,25
huevo,2026-01-19,68
tortilla,2026-01-19,85
leche,2026-01-19,50
frijol,2026-01-19,21
arroz,2026-01-19,26
pollo,2026-01-19,25
aguacate,2026-01-19,21
chile,2026-01-19,19
jitomate,2026-01-20,27
cebolla,2026-01-20,24
huevo,2026-01-20,53
tortilla,2026-01-20,82
leche,2026-01-20,47
frijol,2026-01-20,24
arroz,2026-01-20,28
pollo,2026-01-20,33
aguacate,2026-01-20,16
chile,2026-01-20,18
jitomate,2026-01-21,45
cebolla,2026-01-21,30
huevo,2026-01-21,42
tortilla,2026-01-21,88
leche,2026-01-21,51
frijol,2026-01-21,20
arroz,2026-01-21,27
pollo,2026-01-21,40
aguacate,2026-01-21,26
chile,2026-01-21,17
jitomate,2026-01-22,41
cebolla,2026-01-22,28
huevo,2026-01-22,53
tortilla,2026-01-22,103
leche,2026-01-22,54
frijol,2026-01-22,26
arroz,2026-01-22,24
pollo,2026-01-22,41
aguacate,2026-01-22,24
chile,2026-01-22,14
jitomate,2026-01-23,44
cebolla,2026-01-23,29
huevo,2026-01-23,59
tortilla,2026-01-23,60
leche,2026-01-23,37
frijol,2026-01-23,27
arroz,2026-01-23,24
pollo,2026-01-23,37
aguacate,2026-01-23,17
chile,2026-01-23,13
jitomate,2026-01-24,64
cebolla,2026-01-24,42
huevo,2026-01-24,73
tortilla,2026-01-24,115
leche,2026-01-24,55
frijol,2026-01-24,33
arroz,2026-01-24,41
pollo,2026-01-24,41
aguacate,2026-01-24,29
chile,2026-01-24,17
jitomate,2026-01-25,63
cebolla,2026-01-25,43
huevo,2026-01-25,74
tortilla,2026-01-25,106
leche,2026-01-25,75
frijol,2026-01-25,29
arroz,2026-01-25,36
pollo,2026-01-25,41
aguacate,2026-01-25,23
chile,2026-01-25,26
jitomate,2026-01-26,36
cebolla,2026-01-26,30
huevo,2026-01-26,54
tortilla,2026-01-26,84
leche,2026-01-26,46
frijol,2026-01-26,21
arroz,2026-01-26,30
pollo,2026-01-26,33
aguacate,2026-01-26,24
chile,2026-01-26,19
jitomate,2026-01-27,45
cebolla,2026-01-27,26
huevo,2026-01-27,63
tortilla,2026-01-27,83
leche,2026-01-27,47
frijol,2026-01-27,21
arroz,2026-01-27,25
pollo,2026-01-27,36
aguacate,2026-01-27,20
chile,2026-01-27,15
jitomate,2026-01-28,43
cebolla,2026-01-28,30
huevo,2026-01-28,47
tortilla,2026-01-28,87
leche,2026-01-28,56
frijol,2026-01-28,28
arroz,2026-01-28,24
pollo,2026-01-28,28
aguacate,2026-01-28,20
chile,2026-01-28,21
jitomate,2026-01-29,53
cebolla,2026-01-29,23
huevo,2026-01-29,80
tortilla,2026-01-29,71
leche,2026-01-29,77
frijol,2026-01-29,33
arroz,2026-01-29,31
pollo,2026-01-29,42
aguacate,2026-01-29,29
chile,2026-01-29,20
jitomate,2026-01-30,51
cebolla,2026-01-30,35
huevo,2026-01-30,69
tortilla,2026-01-30,131
leche,2026-01-30,41
frijol,2026-01-30,30
arroz,2026-01-30,26
pollo,2026-01-30,40
aguacate,2026-01-30,23
chile,2026-01-30,30
jitomate,2026-01-31,57
cebolla,2026-01-31,45
huevo,2026-01-31,84
tortilla,2026-01-31,157
leche,2026-01-31,71
frijol,2026-01-31,35
arroz,2026-01-31,55
pollo,2026-01-31,60
aguacate,2026-01-31,35
chile,2026-01-31,38
jitomate,2026-02-01,54
cebolla,2026-02-01,39
huevo,2026-02-01,79
tortilla,2026-02-01,159
leche,2026-02-01,68
frijol,2026-02-01,44
arroz,2026-02-01,38
pollo,2026-02-01,38
aguacate,2026-02-01,29
chile,2026-02-01,28
jitomate,2026-02-02,43
cebolla,2026-02-02,33
huevo,2026-02-02,58
tortilla,2026-02-02,91
leche,2026-02-02,28
frijol,2026-02-02,24
arroz,2026-02-02,26
pollo,2026-02-02,31
aguacate,2026-02-02,18
chile,2026-02-02,19
jitomate,2026-02-03,43
cebolla,2026-02-03,36
huevo,2026-02-03,54
tortilla,2026-02-03,73
leche,2026-02-03,59
frijol,2026-02-03,22
arroz,2026-02-03,24
pollo,2026-02-03,25
aguacate,2026-02-03,22
chile,2026-02-03,18
jitomate,2026-02-04,41
cebolla,2026-02-04,29
huevo,2026-02-04,60
tortilla,2026-02-04,90
leche,2026-02-04,50
frijol,2026-02-04,27
arroz,2026-02-04,29
pollo,2026-02-04,33
aguacate,2026-02-04,19
chile,2026-02-04,19
jitomate,2026-02-05,34
cebolla,2026-02-05,27
huevo,2026-02-05,49
tortilla,2026-02-05,109
leche,2026-02-05,39
frijol,2026-02-05,25
arroz,2026-02-05,28
pollo,2026-02-05,36
aguacate,2026-02-05,20
chile,2026-02-05,17
jitomate,2026-02-06,36
cebolla,2026-02-06,16
huevo,2026-02-06,49
tortilla,2026-02-06,100
leche,2026-02-06,40
frijol,2026-02-06,23
arroz,2026-02-06,36
pollo,2026-02-06,28
aguacate,2026-02-06,19
chile,2026-02-06,16
jitomate,2026-02-07,33
cebolla,2026-02-07,31
huevo,2026-02-07,56
tortilla,2026-02-07,116
leche,2026-02-07,58
frijol,2026-02-07,20
arroz,2026-02-07,38
pollo,2026-02-07,48
aguacate,2026-02-07,25
chile,2026-02-07,25
jitomate,2026-02-08,52
cebolla,2026-02-08,31
huevo,2026-02-08,75
tortilla,2026-02-08,111
leche,2026-02-08,52
frijol,2026-02-08,25
arroz,2026-02-08,36
pollo,2026-02-08,56
aguacate,2026-02-08,26
chile,2026-02-08,22
jitomate,2026-02-09,31
cebolla,2026-02-09,27
huevo,2026-02-09,54
tortilla,2026-02-09,78
leche,2026-02-09,41
frijol,2026-02-09,23
arroz,2026-02-09,24
pollo,2026-02-09,38
aguacate,2026-02-09,26
chile,2026-02-09,15
jitomate,2026-02-10,35
cebolla,2026-02-10,29
huevo,2026-02-10,60
tortilla,2026-02-10,73
leche,2026-02-10,42
frijol,2026-02-10,25
arroz,2026-02-10,19
pollo,2026-02-10,43
aguacate,2026-02-10,21
chile,2026-02-10,16
jitomate,2026-02-11,36
cebolla,2026-02-11,23
huevo,2026-02-11,70
tortilla,2026-02-11,82
leche,2026-02-11,43
frijol,2026-02-11,29
arroz,2026-02-11,30
pollo,2026-02-11,31
aguacate,2026-02-11,22
chile,2026-02-11,16
jitomate,2026-02-12,35
cebolla,2026-02-12,27
huevo,2026-02-12,58
tortilla,2026-02-12,96
leche,2026-02-12,60
frijol,2026-02-12,16
arroz,2026-02-12,35
pollo,2026-02-12,37
aguacate,2026-02-12,20
chile,2026-02-12,15
jitomate,2026-02-13,26
cebolla,2026-02-13,33
huevo,2026-02-13,46
tortilla,2026-02-13,91
leche,2026-02-13,43
frijol,2026-02-13,17
arroz,2026-02-13,27
pollo,2026-02-13,35
aguacate,2026-02-13,17
chile,2026-02-13,19
jitomate,2026-02-14,76
cebolla,2026-02-14,48
huevo,2026-02-14,96
tortilla,2026-02-14,120
leche,2026-02-14,63
frijol,2026-02-14,35
arroz,2026-02-14,42
pollo,2026-02-14,52
aguacate,2026-02-14,32
chile,2026-02-14,37
jitomate,2026-02-15,65
cebolla,2026-02-15,38
huevo,2026-02-15,74
tortilla,2026-02-15,99
leche,2026-02-15,63
frijol,2026-02-15,41
arroz,2026-02-15,40
pollo,2026-02-15,47
aguacate,2026-02-15,36
chile,2026-02-15,29
jitomate,2026-02-16,49
cebolla,2026-02-16,34
huevo,2026-02-16,69
tortilla,2026-02-16,83
leche,2026-02-16,42
frijol,2026-02-16,25
arroz,2026-02-16,28
pollo,2026-02-16,35
aguacate,2026-02-16,25
chile,2026-02-16,19
jitomate,2026-02-17,30
cebolla,2026-02-17,27
huevo,2026-02-17,58
tortilla,2026-02-17,77
leche,2026-02-17,52
frijol,2026-02-17,24
arroz,2026-02-17,27
pollo,2026-02-17,30
aguacate,2026-02-17,21
chile,2026-02-17,18
jitomate,2026-02-18,26
cebolla,2026-02-18,32
huevo,2026-02-18,51
tortilla,2026-02-18,91
leche,2026-02-18,30
frijol,2026-02-18,22
arroz,2026-02-18,19
pollo,2026-02-18,31
aguacate,2026-02-18,21
chile,2026-02-18,18
jitomate,2026-02-19,37
cebolla,2026-02-19,22
huevo,2026-02-19,66
tortilla,2026-02-19,66
leche,2026-02-19,44
frijol,2026-02-19,20
arroz,2026-02-19,23
pollo,2026-02-19,25
aguacate,2026-02-19,24
chile,2026-02-19,18
jitomate,2026-02-20,37
cebolla,2026-02-20,27
huevo,2026-02-20,47
tortilla,2026-02-20,81
leche,2026-02-20,40
frijol,2026-02-20,23
arroz,2026-02-20,27
pollo,2026-02-20,31
aguacate,2026-02-20,21
chile,2026-02-20,18
jitomate,2026-02-21,54
cebolla,2026-02-21,47
huevo,2026-02-21,56
tortilla,2026-02-21,88
leche,2026-02-21,49
frijol,2026-02-21,29
arroz,2026-02-21,25
pollo,2026-02-21,39
aguacate,2026-02-21,30
chile,2026-02-21,24
jitomate,2026-02-22,60
cebolla,2026-02-22,40
huevo,2026-02-22,83
tortilla,2026-02-22,99
leche,2026-02-22,57
frijol,2026-02-22,34
arroz,2026-02-22,38
pollo,2026-02-22,30
aguacate,2026-02-22,21
chile,2026-02-22,18
jitomate,2026-02-23,32
cebolla,2026-02-23,33
huevo,2026-02-23,70
tortilla,2026-02-23,87
leche,2026-02-23,48
frijol,2026-02-23,30
arroz,2026-02-23,27
pollo,2026-02-23,35
aguacate,2026-02-23,21
chile,2026-02-23,17
jitomate,2026-02-24,44
cebolla,2026-02-24,31
huevo,2026-02-24,56
tortilla,2026-02-24,78
leche,2026-02-24,48
frijol,2026-02-24,17
arroz,2026-02-24,28
pollo,2026-02-24,33
aguacate,2026-02-24,21
chile,2026-02-24,14
jitomate,2026-02-25,39
cebolla,2026-02-25,28
huevo,2026-02-25,55
tortilla,2026-02-25,87
leche,2026-02-25,40
frijol,2026-02-25,18
arroz,2026-02-25,28
pollo,2026-02-25,22
aguacate,2026-02-25,22
chile,2026-02-25,22
jitomate,2026-02-26,39
cebolla,2026-02-26,31
huevo,2026-02-26,69
tortilla,2026-02-26,96
leche,2026-02-26,62
frijol,2026-02-26,20
arroz,2026-02-26,24
pollo,2026-02-26,35
aguacate,2026-02-26,15
chile,2026-02-26,17
jitomate,2026-02-27,37
cebolla,2026-02-27,33
huevo,2026-02-27,64
tortilla,2026-02-27,92
leche,2026-02-27,51
frijol,2026-02-27,23
arroz,2026-02-27,27
pollo,2026-02-27,36
aguacate,2026-02-27,23
chile,2026-02-27,15
jitomate,2026-02-28,51
cebolla,2026-02-28,35
huevo,2026-02-28,75
tortilla,2026-02-28,126
leche,2026-02-28,58
frijol,2026-02-28,26
arroz,2026-02-28,29
pollo,2026-02-28,38
aguacate,2026-02-28,29
chile,2026-02-28,21
jitomate,2026-03-01,58
cebolla,2026-03-01,53
huevo,2026-03-01,98
tortilla,2026-03-01,158
leche,2026-03-01,106
frijol,2026-03-01,51
arroz,2026-03-01,47
pollo,2026-03-01,59
aguacate,2026-03-01,41
chile,2026-03-01,34
jitomate,2026-03-02,37
cebolla,2026-03-02,24
huevo,2026-03-02,66
tortilla,2026-03-02,91
leche,2026-03-02,53
frijol,2026-03-02,26
arroz,2026-03-02,25
pollo,2026-03-02,32
aguacate,2026-03-02,25
chile,2026-03-02,17
jitomate,2026-03-03,35
cebolla,2026-03-03,28
huevo,2026-03-03,62
tortilla,2026-03-03,81
leche,2026-03-03,62
frijol,2026-03-03,27
arroz,2026-03-03,21
pollo,2026-03-03,35
aguacate,2026-03-03,27
chile,2026-03-03,26
jitomate,2026-03-04,36
cebolla,2026-03-04,30
huevo,2026-03-04,47
tortilla,2026-03-04,96
leche,2026-03-04,53
frijol,2026-03-04,26
arroz,2026-03-04,23
pollo,2026-03-04,38
aguacate,2026-03-04,27
chile,2026-03-04,21
jitomate,2026-03-05,41
cebolla,2026-03-05,29
huevo,2026-03-05,67
tortilla,2026-03-05,86
leche,2026-03-05,30
frijol,2026-03-05,18
arroz,2026-03-05,33
pollo,2026-03-05,41
aguacate,2026-03-05,21
chile,2026-03-05,16
jitomate,2026-03-06,37
cebolla,2026-03-06,24
huevo,2026-03-06,57
tortilla,2026-03-06,111
leche,2026-03-06,44
frijol,2026-03-06,22
arroz,2026-03-06,22
pollo,2026-03-06,35
aguacate,2026-03-06,18
chile,2026-03-06,19
jitomate,2026-03-07,49
cebolla,2026-03-07,48
huevo,2026-03-07,83
tortilla,2026-03-07,123
leche,2026-03-07,50
frijol,2026-03-07,32
arroz,2026-03-07,37
pollo,2026-03-07,47
aguacate,2026-03-07,30
chile,2026-03-07,23
jitomate,2026-03-08,42
cebolla,2026-03-08,24
huevo,2026-03-08,64
tortilla,2026-03-08,132
leche,2026-03-08,71
frijol,2026-03-08,37
arroz,2026-03-08,37
pollo,2026-03-08,46
aguacate,2026-03-08,28
chile,2026-03-08,17
jitomate,2026-03-09,40
cebolla,2026-03-09,27
huevo,2026-03-09,53
tortilla,2026-03-09,75
leche,2026-03-09,49
frijol,2026-03-09,28
arroz,2026-03-09,31
pollo,2026-03-09,29
aguacate,2026-03-09,22
chile,2026-03-09,17
jitomate,2026-03-10,27
cebolla,2026-03-10,34
huevo,2026-03-10,53
tortilla,2026-03-10,96
leche,2026-03-10,43
frijol,2026-03-10,27
arroz,2026-03-10,33
pollo,2026-03-10,36
aguacate,2026-03-10,23
chile,2026-03-10,16
jitomate,2026-03-11,37
cebolla,2026-03-11,24
huevo,2026-03-11,68
tortilla,2026-03-11,104
leche,2026-03-11,45
frijol,2026-03-11,25
arroz,2026-03-11,25
pollo,2026-03-11,28
aguacate,2026-03-11,20
chile,2026-03-11,14
jitomate,2026-03-12,28
cebolla,2026-03-12,31
huevo,2026-03-12,50
tortilla,2026-03-12,88
leche,2026-03-12,29
frijol,2026-03-12,25
arroz,2026-03-12,25
pollo,2026-03-12,31
aguacate,2026-03-12,24
chile,2026-03-12,17
jitomate,2026-03-13,41
cebolla,2026-03-13,30
huevo,2026-03-13,63
tortilla,2026-03-13,78
leche,2026-03-13,49
frijol,2026-03-13,24
arroz,2026-03-13,30
pollo,2026-03-13,31
aguacate,2026-03-13,24
chile,2026-03-13,19
jitomate,2026-03-14,58
cebolla,2026-03-14,53
huevo,2026-03-14,90
tortilla,2026-03-14,130
leche,2026-03-14,70
frijol,2026-03-14,33
arroz,2026-03-14,47
pollo,2026-03-14,54
aguacate,2026-03-14,33
chile,2026-03-14,32
jitomate,2026-03-15,72
cebolla,2026-03-15,49
huevo,2026-03-15,68
tortilla,2026-03-15,154
leche,2026-03-15,56
frijol,2026-03-15,34
arroz,2026-03-15,44
pollo,2026-03-15,69
aguacate,2026-03-15,22
chile,2026-03-15,22
jitomate,2026-03-16,44
cebolla,2026-03-16,41
huevo,2026-03-16,56
tortilla,2026-03-16,97
leche,2026-03-16,72
frijol,2026-03-16,35
arroz,2026-03-16,31
pollo,2026-03-16,49
aguacate,2026-03-16,27
chile,2026-03-16,19
jitomate,2026-03-17,35
cebolla,2026-03-17,27
huevo,2026-03-17,49
tortilla,2026-03-17,94
leche,2026-03-17,56
frijol,2026-03-17,19
arroz,2026-03-17,30
pollo,2026-03-17,29
aguacate,2026-03-17,21
chile,2026-03-17,18
jitomate,2026-03-18,45
cebolla,2026-03-18,29
huevo,2026-03-18,61
tortilla,2026-03-18,110
leche,2026-03-18,61
frijol,2026-03-18,28
arroz,2026-03-18,31
pollo,2026-03-18,37
aguacate,2026-03-18,27
chile,2026-03-18,20
jitomate,2026-03-19,35
cebolla,2026-03-19,30
huevo,2026-03-19,62
tortilla,2026-03-19,70
leche,2026-03-19,45
frijol,2026-03-19,31
arroz,2026-03-19,23
pollo,2026-03-19,37
aguacate,2026-03-19,23
chile,2026-03-19,20
jitomate,2026-03-20,35
cebolla,2026-03-20,26
huevo,2026-03-20,59
tortilla,2026-03-20,80
leche,2026-03-20,60
frijol,2026-03-20,25
arroz,2026-03-20,31
pollo,2026-03-20,29
aguacate,2026-03-20,23
chile,2026-03-20,24
jitomate,2026-03-21,51
cebolla,2026-03-21,32
huevo,2026-03-21,89
tortilla,2026-03-21,106
leche,2026-03-21,51
frijol,2026-03-21,26
arroz,2026-03-21,29
pollo,2026-03-21,48
aguacate,2026-03-21,24
chile,2026-03-21,20
jitomate,2026-03-22,48
cebolla,2026-03-22,41
huevo,2026-03-22,87
tortilla,2026-03-22,136
leche,2026-03-22,61
frijol,2026-03-22,37
arroz,2026-03-22,31
pollo,2026-03-22,56
aguacate,2026-03-22,31
chile,2026-03-22,24
jitomate,2026-03-23,30
cebolla,2026-03-23,34
huevo,2026-03-23,55
tortilla,2026-03-23,80
leche,2026-03-23,43
frijol,2026-03-23,22
arroz,2026-03-23,29
pollo,2026-03-23,36
aguacate,2026-03-23,22
chile,2026-03-23,23
jitomate,2026-03-24,32
cebolla,2026-03-24,31
huevo,2026-03-24,47
tortilla,2026-03-24,96
leche,2026-03-24,53
frijol,2026-03-24,25
arroz,2026-03-24,30
pollo,2026-03-24,37
aguacate,2026-03-24,23
chile,2026-03-24,14
jitomate,2026-03-25,44
cebolla,2026-03-25,37
huevo,2026-03-25,69
